交易所,代码,公司,行业,PE,股息率,净利润率,毛利率,PB,ROE_TTM_2020,ROE_TTM_2019,ROE_TTM_2018,ROE_TTM_2017,ROE_TTM_2016,ROE_TTM_2015,净利润2020,净利润2019,净利润2018,净利润2017,净利润2016,每股收益2020TTM,每股收益2020,关注度
sh,="600992",贵绳股份,黑色金属,104,0.0049,0.0087,0.1686,1.275,0.0122,0.0193,0.0163,0.0164,0.0137,0.0148,17156292,26802999,22346434,22209909.56,18377351.77,0.07,0.1191,25
sz,="300557",理工光科,电子设备及服务,103.6425,0,0.0593,0.3636,3.7662,0.032,0.0431,0.0558,,,,10830756,20391447,25786493,,,0.1946,0.1831,38
sz,="300578",会畅通讯,信息技术服务,103.6262,0.0026,0.1408,0.5054,6.5679,0.0708,0.0662,0.1222,,,,70669780,43135305,35324085,,,0.4057,0.5178,221
sz,="000909",数源科技,住宅地产开发和管理,103.4195,0,0.0332,0.2324,2.6001,0.0288,0.0555,0.0567,0.0379,0.026,0.0464,27061407,35484171,31139480,23116854.68,28426626.05,0.0866,0.0881,154
sz,="002153",石基信息,计算机软件,103.3766,0.0012,0.1185,0.4301,4.018,0.046,0.0759,0.082,0.0826,0.1109,0.2034,333000065,469475405,423160926,393683165.25,363810312.52,0.311,0.3441,495
sh,="603712",七一二,通信设备,103.3548,0.002,0.1617,0.463,15.2349,0.1433,0.1066,,,,,345822838,229975185,203176643,,,0.448,0.4473,132
sh,="600235",民丰特纸,纸类与林业产品,103.3488,0.0009,0.0142,0.1861,1.4954,0.0145,0.0033,0.014,0.0113,-0.1082,-0.0014,18865383,5148936,18670412,17194242.34,-142906685.39,0.0537,0.0364,40
sz,="002093",国脉科技,通信技术服务,103.146,0.0011,0.1796,0.5517,2.7241,0.0259,0.0246,0.057,0.0417,0.041,0.0247,84868581,102121399,179159890,91768119.78,56941289.75,0.0842,0.1059,233
sz,="000023",深天地Ａ,建筑材料,102.9729,0.0006,0.0228,0.1216,5.4508,0.0692,0.1352,0.0227,0.0543,0.0693,0.0419,24403275,46080279,15105612,20904619.19,28122291.35,0.1759,0.3663,48
sz,="002580",圣阳股份,电子设备及服务,102.9394,0.0038,0.0138,0.2005,1.8989,0.0189,0.0149,0.0244,0.0429,0.0331,0.022,22147193,16884614,28675986,49919344.91,36759664.77,0.0634,0.0676,40
sh,="600851",海欣股份,化学原料药,102.9167,0.0037,0.0893,0.4053,2.6317,0.0239,0.0409,0.0245,0.01,0.0345,0.0761,94297034,139685928,113434276,90675340.07,152570095.26,0.0781,0.0861,55
sz,="002659",凯文教育,建筑与工程,102.9109,0,0.0506,0.3049,1.6638,0.0191,-0.0402,-0.0049,-0.0563,0.0023,0.029,41857746,-88716881,-8033322,-91441851.33,2885251.83,0.084,0.0761,59
sh,="600981",汇鸿集团,消费品经销商,102.8927,0.0136,0.0051,0.0626,1.6087,0.0257,0.1973,0.0921,0.1069,0.236,0.0184,80201521,1284635929,702271217,736145233.07,839930004.1,0.0358,0.1503,66
sz,="002836",新宏泽,商业用品与服务,102.6792,0.0089,0.0455,0.3132,4.8359,0.0358,0.1201,0.1076,,,,17530331,55791508,44410714,,,0.1096,0.1642,36
sz,="002751",易尚展示,商业用品与服务,102.5527,0.0021,0.0678,0.3582,2.6936,0.051,0.1229,0.0462,-0.0286,0.0704,,36470276,82455049,51001935,16908082.43,34118211.58,0.236,0.2792,112
sh,="688030",山石网科,计算机软件,101.8637,0.0014,0.111,0.7526,5.7731,0.0877,,,,,,,,,,,0.4057,0.5052,79
sz,="002112",三变科技,重型电气设备,101.803,0,0.0155,0.2262,4.6348,0.0267,0.039,-0.2767,-0.0172,0.0192,0.0289,10234418,14755962,-119426295,-8395704.49,9075446.08,0.0508,0.0497,46
sz,="300275",梅安森,电子设备及服务,101.794,0.0015,0.0858,0.4544,5.0646,0.0447,-0.086,0.0391,-0.0671,-0.1221,0.0097,25602089,-57918955,29519396,-32489254.28,-75788438.14,0.1523,0.1582,42
sh,="603005",晶方科技,半导体,101.6144,0.0009,0.2509,0.4303,11.6366,0.0852,0.0348,0.0475,0.0358,0.0487,0.1323,167067552,64018228,82865444,59947485.55,79964064.68,0.7274,0.4715,3203
sh,="688011",新光光电,航天航空,101.5807,0.0034,0.2958,,4.4251,0.0686,,,,,,,45911121,,,,0.5245,0.6049,36
sh,="688098",申联生物,生物科技,101.5358,0.0032,0.3496,,7.6823,0.083,,,,,,,81768733,,,,0.2197,0.1903,33
sz,="002351",漫步者,家用电器,101.4466,0.0052,0.1093,0.3581,9.0916,0.0774,0.029,0.0542,0.0528,0.0562,0.056,144389122,59141356,102197729,97171680.62,100806424.67,0.2436,0.2072,192
sh,="603713",密尔克卫,物流,101.4192,0.0012,0.0812,0.1806,15.8221,0.146,0.134,,,,,206958551,141269711,102458855,,,1.3375,1.2859,240
sz,="300162",雷曼光电,光电子器件,101.2157,0.0005,0.0381,0.2744,3.6865,0.0348,-0.0214,0.0112,0.0261,0.0248,0.0416,33288071,-25052110,12339631,29369246.34,23229774.73,0.0952,0.1156,40
sh,="603602",纵横通信,通信技术服务,101.063,0.002,0.0186,0.1383,4.5479,0.0232,0.0631,,,,,30798983,43315091,55645427,,,0.1964,0.2456,140
sh,="600428",中远海特,水上运输,100.9864,0,0.0092,0.138,0.7773,0.0079,0.0103,0.0263,0.0066,-0.0129,0.0682,74611466,97291011,246179355,60399660.18,-107028581.04,0.0348,0.047,96
sz,="002797",第一创业,证券,100.8508,0.0019,0.2033,,3.4968,0.0535,0.0406,0.0478,0.0695,,,462114281,340937066,423231559,,,0.1319,0.1465,561
sz,="000636",风华高科,电子元器件,100.8095,0,0.1004,0.2222,5.4198,0.0548,0.2048,0.0755,0.0316,0.0221,0.0295,,1057996574,335945398,135798271.54,87269488.76,0.3422,0.3785,573
sh,="600116",三峡水利,电力公用事业,100.4186,0.0053,0.1453,0.1896,1.9561,0.0623,0.0732,0.1037,0.0914,0.0823,0.1033,187751282,213946836,321591895,233383828.1,208099621.56,0.1891,0.193,93
sz,="300386",飞天诚信,电子设备及服务,100.2934,0.0008,0.1048,0.396,5.6956,0.0505,0.0784,0.0592,0.0743,0.1134,0.2522,88430538,133295139,116453999,122036756.44,171021845.14,0.2115,0.2158,102
sz,="002675",东诚药业,化学原料药,100.1006,0.0102,0.092,0.5627,4.5396,0.0612,0.1037,0.0873,0.0824,0.0665,0.0927,164063851,301546486,184794001,145434983.63,82689705.22,0.2045,0.1929,222
sh,="603259",药明康德,生物科技,99.8301,0.0022,0.1357,0.3804,13.5474,0.0982,0.1882,0.1835,,,,1771113838,2356344134,1180882014,,,1.0727,1.1232,1451
sz,="300743",天地数码,电脑与外围设备,99.5898,0.0114,0.0409,0.2877,4.5295,0.0432,0.0974,,,,,17148291,27761801,45483675,,,0.1747,0.2699,23
sh,="603317",天味食品,食品,99.5483,0.0029,0.1712,0.3745,19.9537,0.1919,,,,,,300459499,286459434,,,,0.7272,0.7188,784
sh,="600573",惠泉啤酒,饮料,99.4773,0.0041,0.0334,0.2674,1.6291,0.0162,0.0198,0.0249,0.0064,0.0175,0.03,18396158,22372010,28098263,6315593.06,19069501.1,0.0736,0.0793,73
sh,="600269",赣粤高速,交通基本设施,99.4587,0.041,0.0051,0.277,0.568,0.0014,0.0977,0.0453,0.0805,0.0384,0.0429,85941113,1679193536,777132022,1286010812.81,672143639.31,0.0368,0.4765,305
sz,="000755",山西路桥,化学原料,99.457,0,0.025,0.521,1.675,0.0171,0.0979,0.3879,-0.951,-0.4187,0.0131,18401232,86182999,216483037,-672078058.15,-552927863.27,0.0392,0.3193,51
sz,="000404",长虹华意,通用机械,99.3454,0.0045,0.0099,0.1067,0.9426,0.0221,0.0386,0.0433,0.1256,0.1171,0.1017,25704866,72208710,57506489,254779839.92,229516472.71,0.0369,0.044,71
sz,="002888",惠威科技,家用电器,99.1565,0.0093,0.1172,0.3711,6.5111,0.0718,0.0584,0.0963,,,,31574930,25947012,33309335,,,0.2533,0.2098,47
sh,="688001",华兴源创,电子设备及服务,99.0993,0.003,0.1441,,6.8806,0.1301,,,,,,,244962122,,,,0.4468,0.44,98
sz,="300397",天和防务,航天航空,99.0408,0.0017,0.1708,0.3958,8.6898,0.137,-0.1055,0.0395,-0.0332,-0.0435,,89037569,-134856508,43908879,-47843346.33,-58741499.63,0.371,0.3616,166
sz,="002848",高斯贝尔,家用电器,99.0277,0,0.0418,0.1855,3.6759,0.0393,-0.129,-0.0196,,,,24592883,-77532217,-14376748,,,0.1471,0.0607,143
sz,="002389",航天彩虹,航天航空,98.6287,0.0013,0.0855,0.2791,3.4607,0.0393,0.0411,0.0377,0.0397,0.0444,0.0366,230985595,234111264,175659201,118387292.62,109731436.43,0.2442,0.2451,156
sz,="300609",汇纳科技,信息技术服务,98.4373,0,0.172,0.6407,4.2536,0.0978,0.1508,0.1338,,,,51662483,74998049,61092933,,,0.5097,0.6766,112
sz,="000558",莱茵体育,住宅地产开发和管理,98.3405,0,0.3217,0.2002,3.1762,0.033,-0.0789,0.0404,0.0299,-0.2195,0.1287,41295843,-102089469,29886562,17733413.88,-344621785.45,0.032,0.0202,61
sz,="300149",量子生物,食品,98.3199,0,0.0738,0.354,4.278,0.0428,0.1136,0.0664,0.081,0.089,0.0628,99223536,175742385,56490577,62351098.91,63351420.71,0.1985,0.278,99
sz,="002320",海峡股份,水上运输,98.2576,0.0111,0.1776,0.3084,4.8514,0.0476,0.0571,0.0675,0.0666,0.0605,0.0586,181779229,212754598,243404548,187189527.37,126447153.32,0.1835,0.2212,99
sz,="002946",新乳业,食品,98.2441,0.0027,0.0365,0.3287,11.5244,0.1068,,,,,,194649131,243528226,,,,0.228,0.2855,112
sz,="002249",大洋电机,通用机械,98.1459,0,0.0095,0.2043,1.3395,0.0102,-0.2993,0.0456,0.059,0.0645,0.1021,98095904,-2428090413,398933913,484668439.93,362218653.52,0.0415,0.0227,145
sz,="300611",美力科技,汽车零配件与设备,98.092,0.0048,0.0232,0.2824,2.9008,0.02,0.0276,0.0654,,,,7567924,20693488,44231535,,,0.0423,0.101,26
sz,="002847",盐津铺子,食品,97.8799,0.0034,0.1029,0.4297,20.7465,0.215,0.112,0.1114,,,,156751789,72010094,67358471,,,1.2208,0.9972,285
sz,="300332",天壕环境,燃气公用事业,97.7406,0.0025,0.0002,0.245,1.2162,0.0001,0.0114,0.0133,0.0085,0.0747,0.1023,28170548,105412732,71039506,39440193.99,140612436.02,0.032,0.0536,44
sz,="300055",万邦达,商业用品与服务,97.7276,0.0022,0.0504,0.3539,1.027,0.0068,-0.0172,0.0505,0.0677,0.0907,0.1169,77759574,-146479101,292231061,293965786.25,263457715.1,0.0496,0.0862,110
