交易所,代码,公司,行业,PE,股息率,净利润率,毛利率,PB,ROE_TTM_2020,ROE_TTM_2019,ROE_TTM_2018,ROE_TTM_2017,ROE_TTM_2016,ROE_TTM_2015,净利润2020,净利润2019,净利润2018,净利润2017,净利润2016,每股收益2020TTM,每股收益2020,关注度
sz,="002276",万马股份,电气部件与设备,53.0143,0.0047,0.0175,0.1706,1.9824,0.039,0.0326,0.0328,0.0477,0.0932,0.09,146687319,124031773,118244788,156456657.27,273140130.8,0.1417,0.2133,164
sz,="000977",浪潮信息,电脑与外围设备,52.9995,0.002,0.0185,0.1197,4.6913,0.0905,0.0821,0.0719,0.059,0.1562,0.1582,972900924,695920342,411434648,238561921.19,499685431.6,0.6751,0.7204,3756
sz,="300037",新宙邦,化学原料,52.8787,0.0045,0.156,0.3669,4.9024,0.1131,0.1227,0.111,0.1284,0.1028,0.0884,361703186,330237547,264263827,270455757.76,168724813.42,0.9553,0.8581,319
sz,="000859",国风塑业,化学制品,52.8485,0.0024,0.0594,0.1378,2.8675,0.0471,0.0579,0.0245,0.0187,0.0008,-0.0004,88988420,103633628,55105139,35921618.37,8567146.36,0.1203,0.1135,68
sz,="300095",华伍股份,通用机械,52.845,0.0017,0.0974,0.4143,3.6199,0.0734,-0.0664,0.0489,0.0501,0.0687,0.055,84205765,-100404107,60587610,46752606.44,53268813.63,0.2223,0.2065,69
sz,="300445",康斯特,电子设备及服务,52.7783,0.0034,0.2708,0.6862,5.7005,0.1295,0.1491,0.1244,0.1141,0.1553,,75764438,76360419,55712737,45412852.16,43307556.98,0.4622,0.4816,107
sz,="002772",众兴菌业,农牧渔产品,52.7113,0.0093,0.0626,0.2429,1.6557,0.0284,0.0334,0.0713,0.0719,,,75733269,91014155,180284056,122440779.45,,0.206,0.186,142
sz,="300639",凯普生物,生物科技,52.7005,0.0037,0.1965,0.795,9.7086,0.1263,0.1035,0.1188,,,,149950891,118857370,95698792,,,0.7058,0.6776,236
sh,="600446",金证股份,资本市场服务,52.6014,0.0014,0.0517,0.2863,8.1657,0.1185,-0.0905,0.1088,0.145,0.2231,0.224,221960750,-159168954,132871624,180391020.82,253473532.89,0.258,0.2782,236
sz,="002311",海大集团,农牧渔产品,52.6006,0.0051,0.0413,0.1172,11.1286,0.2147,0.1953,0.1974,0.1627,0.1697,0.1285,1829960264,1459217401,1249964438,874414954.86,806641162.27,1.1579,1.0433,1020
sz,="002562",兄弟科技,化学原料药,52.3978,0,0.0635,0.3345,2.8304,0.0399,-0.0331,0.1957,0.1178,0.1023,0.0635,89099197,-76010535,409908913,199924692.53,102511326.13,0.0988,0.0486,190
sh,="600726",华电能源,电力公用事业,52.256,0,0.0108,0.0608,3.0203,0.0575,-0.3691,-0.3588,-0.0042,0.0258,0.0593,107260894,-798322639,-1183961595,-22716586.13,95017031.69,0.0545,0.0384,47
sh,="603398",邦宝益智,休闲设备与用品,52.1981,0,0.1233,0.3344,4.1693,0.0826,0.0888,0.0936,0.0962,,,59732928,59173354,57318562,55086619.31,,0.2015,0.256,50
sh,="600615",丰华股份,合成金属,52.0589,0,0.4727,0.1249,2.7376,0.0489,0.0074,0.202,0.0198,0.0097,0.033,30212042,4370203,109148098,9068638.15,1361536.41,0.1607,0.1644,50
sz,="002022",科华生物,生物科技,51.9114,0.0032,0.1186,0.4396,4.4362,0.1103,0.1113,0.113,0.1168,0.139,0.2138,202890487,208835162,222524103,220287588.1,215947980.75,0.3943,0.3935,655
sz,="300452",山河药辅,化学原料药,51.9037,0.0075,0.1986,0.3647,8.9357,0.1569,0.1455,0.1267,0.1211,,,88766831,73733619,54502778,47865288.04,,0.6377,0.6061,161
sz,="002456",欧菲光,光电子器件,51.8906,0.0015,0.018,0.1029,5.2071,0.0939,-0.1209,0.1044,0.1069,0.0851,0.1321,907246582,-1070958594,927346252,784698917.34,522983234.98,0.3344,0.1879,1209
sh,="603938",三孚股份,化学原料,51.8518,0.0052,0.084,0.2694,3.6958,0.081,0.0926,0.1915,0.1722,,,92354106,97709653,150345751,93538745.6,,0.615,0.717,37
sz,="300563",神宇股份,通信设备,51.8014,0.0052,0.1117,0.2389,3.508,0.1053,0.0896,0.0885,,,,54706848,42941958,39807696,,,0.6838,0.6705,103
sz,="002402",和而泰,电子设备及服务,51.7902,0.0035,0.0886,0.2224,6.4553,0.1478,0.1595,0.1546,0.1273,0.0907,0.058,304991399,233255156,190118839,131919752.45,87997278.79,0.3337,0.3478,672
sz,="002507",涪陵榨菜,食品,51.7696,0.0066,0.3163,0.5849,11.835,0.2174,0.3007,0.2534,0.1769,0.1285,0.1208,615489670,702097836,465311443,270216964.23,167407112.32,0.7797,0.7666,2954
sz,="002075",沙钢股份,黑色金属,51.7692,0.0081,0.071,0.1027,5.63,0.126,0.2838,0.3044,0.1409,-0.0323,0.0172,526871206,1022673398,852840549,322573664.76,-78015078.35,0.2388,0.2397,143
sh,="603701",德宏股份,汽车零配件与设备,51.7163,0.0156,0.1143,0.2909,3.9225,0.0713,0.1614,0.1373,0.1658,,,50540930,107250731,80389040,72124008.95,,0.2478,0.282,59
sh,="603043",广州酒家,食品,51.6227,0.0067,0.1156,0.5193,8.6983,0.1641,0.2051,,,,,350836603,390829721,352106065,,,0.8684,0.9508,854
sh,="600372",中航电子,航天航空,51.599,0.003,0.083,0.3157,4.6845,0.0851,0.0671,0.0747,0.0658,0.0867,0.1105,668360161,501438377,508957967,384126603.83,467878943.4,0.3799,0.316,230
sh,="600498",烽火通信,通信设备,51.5787,0.0124,0.0307,0.213,3.1655,0.0612,0.0862,0.097,0.1013,0.0971,0.0962,621841433,871310206,825619529,779860284.13,679772701.41,0.531,0.8359,673
sz,="002553",南方轴承,汽车零配件与设备,51.5783,0.0142,0.1162,0.323,3.6534,0.0659,0.1111,0.1086,0.1144,0.0948,0.1093,47499053,81088617,78237581,79354383.64,62328685.56,0.1365,0.1213,50
sz,="002935",天奥电子,电子元器件,51.5725,0.0055,0.1306,0.3188,4.7582,0.093,,,,,,112568884,98660936,,,,0.7035,0.6966,143
sz,="300109",新开源,化学原料药,51.568,0.0012,0.1096,0.4751,1.7856,0.0495,0.0704,0.0732,0.0689,0.0807,0.0946,105814432,94208337,93045779,83680858,64409746.42,0.3275,0.3801,74
sz,="002214",大立科技,电子设备及服务,51.5497,0.003,0.314,0.6146,10.4585,0.2117,0.0637,0.0307,0.0341,0.0337,0.0559,238988743,64542308,30477123,33331078.03,32209502.18,0.5211,0.296,192
sz,="000795",英洛华,非金属材料与制品,51.547,0,0.0572,0.2076,3.1418,0.0615,0.0616,0.0518,0.0235,-0.03,0.0136,137457452,126387289,104930788,42551930.43,-28396315.48,0.1212,0.1257,72
sh,="603896",寿仙谷,中药,51.449,0.0085,0.2206,0.8343,5.0245,0.1006,0.1177,0.1487,,,,113398325,114787218,100405048,,,0.7901,0.8612,95
sz,="300251",光线传媒,传媒,51.4382,0.0033,0.4132,0.5999,5.0277,0.1006,-0.0562,0.2973,0.1013,0.0923,0.0766,885464482,-527883170,2622899818,713293527.39,609998144.31,0.3018,0.323,592
sh,="601555",东吴证券,证券,51.4244,0.0123,0.1517,,1.5458,0.0306,0.0425,0.0268,0.0728,0.1406,0.1367,795354618,913006457,536785915,,,0.205,0.3457,635
sz,="002461",珠江啤酒,饮料,51.4022,0.0088,0.1238,0.4748,2.9967,0.0592,0.048,0.0258,0.0229,0.0285,0.0225,488289580,378176229,191090457,115188222.98,86656724.66,0.2206,0.2248,242
sh,="600320",振华重工,专用设备,51.3834,0.0159,0.0129,0.1746,1.2358,0.0183,0.0237,0.0203,0.0185,0.0135,0.0108,322970318,458403626,317417772,225130130,220922650,0.0613,0.0977,98
sz,="002536",飞龙股份,汽车零配件与设备,51.3615,0.0154,0.0265,0.2278,1.5772,0.0312,0.089,0.1319,0.0705,0.049,0.0355,,198575922,264861166,129224139.27,71765166.97,0.1267,0.1325,189
sh,="603806",福斯特,光电子器件,51.3458,0.0055,0.1426,0.212,7.2177,0.1439,0.1583,0.1165,0.1681,0.1677,,895923681,865632929,586487488,788329087.83,698704563.31,1.7144,1.8313,397
sh,="603316",诚邦股份,建筑与工程,51.3348,0.0034,0.0359,0.199,2.1927,0.0382,0.0457,0.1059,,,,32848770,37774091,66441806,,,0.1616,0.1551,27
sz,="002717",岭南股份,建筑与工程,51.2193,0.0053,0.0201,0.2273,1.4098,0.0297,0.1746,0.1701,0.1175,0.1242,0.1656,125358687,722371757,549215724,280184473.67,172841983.14,0.0816,0.2132,332
sh,="603860",中公高科,商业用品与服务,51.1773,0.0051,0.2145,0.5335,3.4782,0.0672,0.0829,0.1124,,,,42084375,48110055,47273355,,,0.6311,0.8252,31
sz,="002166",莱茵生物,生物科技,51.1079,0.0052,0.1465,0.2949,3.0978,0.0763,0.0675,0.2193,0.0788,0.1678,0.199,105947573,79346046,211266789,65946316.46,88557257.23,0.1874,0.1869,110
sz,="002287",奇正藏药,中药,51.0497,0.0111,0.2524,0.8669,7.9314,0.1478,0.1585,0.1627,0.1655,0.1626,0.1557,328209006,326461924,308609917,294182191.96,274369116.78,0.619,0.687,1348
sz,="002382",蓝帆医疗,医疗保健设备与用品,50.9714,0.0035,0.1603,0.4629,3.204,0.0683,0.0858,0.1496,0.1446,0.1483,0.0916,539025428,384364170,207172814,188557782.7,174098937.44,0.5591,0.5086,326
sz,="002777",久远银海,互联网软件与服务,50.9708,0.0056,0.1766,0.4941,7.2661,0.1475,0.1281,0.1364,0.1703,,,157717938,124389239,92247758,78607967.9,,0.7031,0.72,232
sz,="300077",国民技术,半导体,50.8483,0,0.1261,0.2834,4.678,0.0399,-0.7248,-0.1722,0.0334,0.0368,0.0067,107469268,-1644271925,-494911162,96662931.66,101955570.54,0.1927,0.1864,3010
sh,="603444",吉比特,计算机软件,50.7325,0.0079,0.5052,0.9088,13.7165,0.3333,0.3297,0.2981,,,,917943153,782718491,599430362,,,12.7732,11.2572,1321
sh,="603007",花王股份,建筑与工程,50.6072,0.0126,0.0466,0.2551,2.4636,0.0401,0.1056,0.181,,,,52888224,108170732,157841890,,,0.1569,0.2889,40
sz,="002558",巨人网络,计算机软件,50.4829,0.0061,0.343,0.8448,5.4258,0.1012,0.1124,0.1578,0.3535,-0.0472,0.0175,860954104,1011481807,1293691244,1425151654.36,-27126830.36,0.4253,0.4051,264
sz,="300409",道氏技术,非金属材料与制品,50.4759,0.0078,0.0419,0.2644,2.4931,0.0462,0.0802,0.1886,0.0993,0.0617,,117012848,70341403,200285768,108673046.24,51789946.02,0.2544,0.0522,131
sh,="603666",亿嘉和,专用设备,50.4585,0.0019,0.3341,0.6161,10.437,0.225,0.2718,,,,,255261350,185419246,183296636,,,2.5777,2.5869,201
sz,="300147",香雪制药,中药,50.3957,0.0047,0.0573,0.3266,1.8419,0.0406,0.025,0.0289,0.0255,0.0707,0.1188,129812719,61350365,69433429,57027868.96,170160519.49,0.1962,0.1209,90
sh,="603220",中贝通信,通信设备,50.3366,0.0087,0.0707,0.1931,3.7067,0.0761,,,,,,123460642,160384447,,,,0.3655,0.4515,106
sz,="002557",洽洽食品,食品,50.2983,0.0104,0.1288,0.336,9.4728,0.1768,0.1416,0.1045,0.111,0.1329,0.1072,638562281,462788546,326018981,337537470.95,389758334.62,1.2595,1.1904,904
sz,="002803",吉宏股份,商业用品与服务,50.2693,0.0014,0.1169,0.4465,11.3863,0.2953,0.4514,0.2085,0.1231,,,327527652,267065787,89922029,45630498.91,,1.4714,1.4657,250
sh,="603186",华正新材,电子元器件,50.2152,0.0038,0.0524,0.2106,4.067,0.1432,0.1195,0.1057,,,,104812226,78628171,64176075,,,0.8103,0.7896,193
sz,="002317",众生药业,中药,50.1751,0.0131,0.1061,0.6481,3.0995,0.0586,0.1089,0.1176,0.153,0.1538,0.1231,244459408,439262905,431774553,432384328.93,324546504.98,0.3001,0.3901,234
sh,="600400",红豆股份,服装与配饰,50.1177,0.014,0.0772,0.3245,2.3604,0.0455,0.0476,0.1362,0.0504,0.0491,0.0424,179283136,211461878,623831160,162081073.77,100886558.15,0.0708,0.0669,132
sz,="000861",海印股份,房地产租赁,50.1139,0.0028,0.0694,0.3664,2.2225,0.0405,0.0432,0.0854,0.0785,0.0678,0.1122,140520833,124759343,230215456,207481338.53,184225144.91,0.0628,0.0623,140
sz,="002433",太安堂,中药,49.9961,0.003,0.0199,0.2372,0.7264,0.0146,0.0494,0.0608,0.0567,0.0477,0.0665,76069865,250895210,295704686,255494003.89,193622017.43,0.0992,0.1253,151
sz,="300657",弘信电子,电子元器件,49.9947,0.0033,0.0518,0.1369,4.673,0.1132,0.2668,0.0819,,,,127413237,158789408,35734955,,,0.6152,0.8709,199
sz,="002237",恒邦股份,有色金属,49.9809,0.0019,0.0094,0.0436,3.0675,0.0594,0.0846,0.0978,0.0632,0.038,0.0708,285933306,391825726,413418983,238447847.96,154379770.11,0.3141,0.3356,114
sz,="300291",华录百纳,传媒,49.9769,0,0.2118,0.2209,1.5475,0.0406,-0.718,0.0003,0.0783,0.073,0.0689,123923435,-3361095771,-153033,402379818.71,282930884.96,0.1516,0.1392,57
sh,="600298",安琪酵母,食品,49.9649,0.0057,0.1286,0.3544,10.8669,0.1968,0.1879,0.2359,0.193,0.1199,0.0638,967845490,816291492,911585477,635560446.02,343390312.38,1.1745,1.0939,2508
sz,="000949",新乡化纤,合成纤维,49.9101,0.0028,0.0355,0.1758,1.1904,0.0419,0.0357,-0.0036,0.0493,0.0515,0.0449,157248919,129355845,-13440408,151653294.24,127566793.03,0.125,0.103,55
sz,="300781",因赛集团,传媒,49.8444,0.0066,0.1353,0.3994,4.1434,0.1076,,,,,,,65895262,,,,0.6039,0.6226,67
sz,="000632",三木集团,工业贸易经销商,49.8295,0,0.0113,0.0706,1.6248,0.0423,0.0315,0.0483,0.0288,0.0213,-0.0102,44375713,33805972,32996128,17413347.78,11376131.72,0.0953,0.0884,43
sz,="300438",鹏辉能源,电气部件与设备,49.8239,0,0.048,0.2304,3.0327,0.0615,0.1096,0.1499,0.1086,0.1404,,143084521,236213593,294984805,148000354.98,94745885.87,0.5089,0.5985,251
sz,="300515",三德科技,电子设备及服务,49.8191,0.0112,0.1613,0.6068,4.6101,0.0925,0.0805,0.0479,0.1067,,,45324453,37933063,21954026,36775105.62,,0.2244,0.218,34
sh,="900943",开开Ｂ股,,49.7342,0.0079,0.0204,0.2215,1.6936,0.032,0.0655,0.0832,0.0427,0.0404,0.0026,,4871817.9898,6402783.62,3209615.2166,3093099.3127,0.0101,0.013,3
sh,="603139",康惠制药,中药,49.7189,0.0043,0.1001,0.4725,2.0079,0.0424,0.0605,0.0883,,,,39442913,55702093,63844892,,,0.3949,0.4281,42
sz,="300329",海伦钢琴,休闲设备与用品,49.7093,0.0035,0.0816,0.2854,2.118,0.0426,0.0602,0.0542,0.0428,0.0498,0.0466,41116049,53277771,45270000,34327636.92,33128292.19,0.1621,0.2052,56
sz,="300092",科新机电,专用设备,49.6171,0.0018,0.0748,0.285,3.8764,0.0785,0.0383,0.0133,0.0628,-0.0999,0.0262,47377379,21374325,7098298,31256288.85,-40399019.43,0.2046,0.1888,38
sh,="600879",航天电子,航天航空,49.5971,0.0077,0.0341,0.194,1.7131,0.035,0.0397,0.0475,0.0668,0.0519,0.0488,408278466,443122832,534130126,534220733.32,268552860.16,0.1501,0.1685,201
sh,="600604",市北高新,工业地产开发和管理,49.5811,0.0012,0.2479,0.5158,2.8135,0.053,0.0416,0.0539,0.0249,0.0602,-0.0007,364224727,247415130,249138738,115308624.67,165969559.5,0.1944,0.1126,93
sz,="002390",信邦制药,中药,49.5588,0,0.0274,0.2141,1.6897,0.0351,-0.2261,0.054,0.0393,0.0378,0.0804,161478762,-1308455510,340628374,254815565.93,184937818.56,0.0969,0.1417,138
sz,="002896",中大力德,通用机械,49.4984,0.0033,0.0763,0.2959,3.8053,0.0782,0.1298,,,,,48680316,74528262,62137834,,,0.6085,0.6563,71
sh,="600456",宝钛股份,有色金属,49.4635,0.0064,0.0736,0.2199,3.5431,0.0744,0.0535,0.0177,0.0147,-0.0558,-0.0006,251909449,178810923,49471707,50341941.72,-216748072.83,0.5855,0.5578,113
sz,="300020",银江股份,信息技术服务,49.4473,0.0028,0.0692,0.2349,2.1461,0.042,0.009,0.0501,0.0512,0.0442,0.1087,144294600,32982179,158685395,149858230.96,104970620.64,0.22,0.2269,173
sh,="603918",金桥信息,信息技术服务,49.3964,0.0072,0.0592,0.324,4.4403,0.0881,0.0973,0.0768,0.0638,,,53133112,53042554,38886132,30476774.69,,0.2277,0.2732,88
sz,="300752",隆利科技,光电子器件,49.295,0.0053,0.0357,0.1472,3.998,0.0796,,,,,,66003953,156402951,,,,0.5512,0.7338,90
sz,="300026",红日药业,中药,49.2788,0.0091,0.0667,0.6557,2.4547,0.0489,0.0336,0.0748,0.1145,0.1295,0.1703,336512665,219357955,484963275,665932004.03,571881473.68,0.112,0.1339,293
sz,="300112",万讯自控,电子设备及服务,49.2753,0.0143,0.0769,0.5384,2.5015,0.0496,0.0658,0.0547,0.0412,0.0196,0.0552,48857066,62461445,45593429,29052007.12,10383237.25,0.1707,0.2241,48
sh,="600885",宏发股份,电气部件与设备,49.2285,0.0062,0.1364,0.3738,7.1707,0.1455,0.1633,0.1874,0.1927,0.1795,0.1927,,689485419,686093688,613381660.05,491983500.77,0.9255,0.9453,8817
sz,="002606",大连电瓷,电气部件与设备,49.1764,0.0014,0.0874,0.3725,3.6474,0.0762,-0.0408,0.0439,0.1226,0.0908,0.0125,69025800,-35099020,38151502,102083318.02,69501976.98,0.1694,0.114,72
sz,="300327",中颖电子,电子元器件,49.1214,0.0127,0.221,0.4186,10.2261,0.1974,0.1825,0.1755,0.1719,0.0943,0.0579,198976510,166034363,141690395,119632855.47,57324931.28,0.7832,0.7452,3411
sh,="603728",鸣志电器,电气部件与设备,49.049,0.0022,0.0817,0.3822,4.0354,0.0849,0.0936,0.1341,,,,165385784,167695095,165150070,,,0.3976,0.4198,258
sh,="603982",泉峰汽车,汽车零配件与设备,49.0189,0.0078,0.0648,0.243,2.6784,0.0653,,,,,,,95076188,,,,0.3955,0.4295,29
sh,="603739",蔚蓝生物,农牧渔产品,48.9978,0.0071,0.1175,0.4885,4.5841,0.0996,,,,,,89174230,83781264,,,,0.5766,0.5027,54
sz,="002222",福晶科技,光电子器件,48.8933,0.0067,0.267,0.5198,6.6406,0.1348,0.1743,0.1881,0.1312,0.0604,-0.0204,130278641,148925615,142067337,87658704.02,36587001.86,0.3047,0.3147,335
sz,="000576",广东甘化,纸类与林业产品,48.8868,0,0.1794,0.331,4.4789,0.0837,0.1264,-0.2318,0.0832,0.1595,-0.0064,82262890,121148935,-267807286,103233779.17,175880339.95,0.1858,0.2217,66
sz,="002492",恒基达鑫,石油天然气,48.8242,0.0063,0.1754,0.4527,2.0143,0.0382,0.0455,0.0496,0.0386,0.034,0.0449,52839619,62358264,64457140,48110323.78,35212420.46,0.1305,0.1301,38
sz,="300807",天迈科技,电子设备及服务,48.8202,0.0176,0.1608,0.4631,4.2251,0.1415,0.2046,,,,,,63654613,,,,1.0597,1.0987,52
sh,="600711",盛屯矿业,工业贸易经销商,48.8111,0.0066,0.0078,0.033,1.6286,0.0364,0.0397,0.1282,0.0693,0.045,0.0523,275629678,286388190,670971503,276926739.22,154850738.94,0.1194,0.1384,127
sh,="600339",中油工程,能源设备与服务,48.7938,0.0156,0.005,0.0731,0.6817,0.014,0.0457,0.0187,0.1316,-1.8351,-0.2222,322673898,1049702092,422088476,1533714680.93,-905823336.74,0.0578,0.144,139
sh,="603993",洛阳钼业,有色金属,48.7898,0.0096,0.0223,0.0143,2.4264,0.0391,0.074,0.1091,0.0711,0.0327,0.1199,1983297114,3407428343,3680578038,1454169185.62,597721825.25,0.0918,0.086,559
sh,="600262",北方股份,专用设备,48.7625,0.006,0.0441,0.2689,2.9092,0.0595,0.2126,0.0372,0.0334,-0.2194,0.0734,70213727,117242205,39360705,30440526.97,-151092970.2,0.413,0.3686,36
sz,="300570",太辰光,通信设备,48.7332,0.0202,0.2259,0.3258,4.5218,0.1108,0.1366,0.0898,,,,145846302,166138539,100364696,,,0.6341,0.7307,198
sz,="300430",诚益通,专用设备,48.7319,0,0.0798,0.428,1.3403,0.0282,0.0666,0.0807,0.0837,0.0908,,46328481,104721037,90145514,53927668.34,54131884.29,0.1703,0.2992,34
sz,="000025",特力Ａ,专营零售,48.7194,0.0018,0.3851,0.2294,8.0108,0.1668,0.0818,0.0803,0.0279,0.0564,0.0111,206861160,88840144,78469327,25526385.48,48142928.87,0.4799,0.5096,98
sz,="300483",沃施股份,石油天然气,48.6318,0.0015,0.2227,0.4644,2.065,0.082,0.0745,0.0241,0.0288,0.0664,,90175508,38510774,4518560,10964453.74,21308609.22,0.7318,0.7233,60
sz,="002385",大北农,农牧渔产品,48.6073,0.0191,0.075,0.2188,5.1559,0.1095,0.0205,0.1184,0.1041,0.0942,0.1249,1017602579,287193786,1253842067,937378665.54,741364084.46,0.2426,0.1223,416
sh,="600216",浙江医药,化学原料药,48.5727,0.0555,0.0443,0.3976,2.4703,0.037,-0.0021,0.0896,0.0589,0.0383,0.007,358251722,32168426,694475259,409390491.37,255391327.42,0.3712,0.3552,271
sz,="002705",新宝股份,家用电器,48.5648,0.0091,0.0791,0.2448,8.5568,0.1723,0.1413,0.1051,0.1504,0.1271,0.1023,722838859,548563883,387218986,451977198.21,294317476.29,0.9019,0.8576,437
sz,="000826",启迪环境,商业用品与服务,48.5095,0,0.0379,0.2643,0.962,0.0233,0.038,0.1096,0.1318,0.1543,0.1645,269250003,525901579,1341937884,1096304448.84,964085520.71,0.1882,0.2512,508
sh,="603688",石英股份,非金属材料与制品,48.4553,0.0062,0.2668,0.4306,5.4909,0.1108,0.1073,0.0923,0.0703,0.0565,,165658461,147028681,116953651,83041444.21,66237748.06,0.4911,0.4837,124
sz,="002152",广电运通,电脑与外围设备,48.4422,0.0085,0.1305,0.3818,3.8708,0.0842,0.0829,0.093,0.1126,0.1467,0.2013,701679625,680968251,824421219,929508407.57,906938252.69,0.2913,0.3146,14976
sh,="600605",汇通能源,房地产租赁,48.3876,0.0037,0.3553,0.591,2.7357,0.0574,0.0028,0.0545,0.047,0.02,0.0179,40651956,1948626,34470906,26831620.8,10492370.44,0.2759,0.1566,36
sh,="601968",宝钢包装,容器与包装,48.3811,0.011,0.0281,0.1346,2.5969,0.052,0.0301,0.0164,0.0065,0.0243,0.0936,121087296,64156026,24056697,7106228,47562934.18,0.1453,0.153,60
sz,="000070",特发信息,通信设备,48.2828,0.0053,0.0581,0.1744,3.8159,0.0764,0.1138,0.1332,0.1213,0.0868,0.063,220178480,261406532,272547139,204704932.05,113395849.68,0.2697,0.3965,254
sz,="300407",凯发电气,电气部件与设备,48.1941,0.0029,0.0306,0.2342,2.0711,0.0451,0.0268,0.0653,0.1078,0.0885,,54439579,26970094,59043292,89665091.19,66799443.73,0.1785,0.2237,71
sh,="601865",福莱特,非金属材料与制品,48.0995,0.0041,0.1621,0.3414,8.8461,0.1882,,,,,,823195895,418041607,,,,0.4222,0.3678,152
sh,="600641",万业企业,住宅地产开发和管理,48.0616,0,0.2578,0.4754,3.3425,0.0709,0.0966,0.3942,0.1809,0.0631,0.1272,441677938,608241736,2153972922,767601032.7,205477985.63,0.5479,0.7105,296
sh,="603208",江山欧派,纸类与林业产品,48.0493,0.0053,0.1427,0.3238,11.0722,0.2287,0.1319,0.126,,,,288300101,153618839,127639266,,,3.5674,3.2331,228
sh,="600833",第一医药,药品流通,48.0169,0.006,0.0401,0.1897,3.8309,0.0765,0.0682,0.0553,0.0624,0.0592,0.0615,57610398,49790730,40963143,46827578.24,42371466.53,0.2582,0.238,61
sh,="600519",贵州茅台,饮料,48.0056,0.0102,0.5009,0.9121,15.3424,0.3222,0.3464,0.3368,0.2512,0.2604,0.3156,43078809880,37918149930,29463147610,17952210462.68,16027460150.81,34.293,32.8025,50774
sz,="002350",北京科锐,电气部件与设备,47.9976,0.0098,0.0198,0.2461,1.6855,0.0215,0.0665,0.0721,0.0654,0.0362,0.069,29309785,102932920,87075291,66967287.52,42361335.68,0.0594,0.1671,53
sz,="300406",九强生物,生物科技,47.9866,0.0055,0.3637,0.6757,4.4078,0.1513,0.1819,0.186,0.1932,0.223,,284147647,303000301,279501949,259110743.09,254581094.26,0.5663,0.6609,14307
sh,="603026",石大胜华,化学原料,47.9542,0,0.041,0.152,4.1785,0.0935,0.1558,0.1287,0.1282,0.0567,0.0427,155959156,273104456,208814401,175230124.08,60484307.27,0.7695,1.5219,132
sz,="300383",光环新网,互联网软件与服务,47.8573,0.0008,0.1047,0.1965,4.7607,0.1013,0.0986,0.0753,0.0916,0.1577,0.1454,850289467,724606071,488045605,360897906.83,151597520.92,0.551,0.5345,1795
sz,="002090",金智科技,重型电气设备,47.851,0.0028,0.0408,0.2479,2.7933,0.0562,0.0736,0.0937,0.1218,0.1056,0.2018,75697747,100596432,140496512,122240589.69,96961491.72,0.1872,0.2394,173
sz,="300463",迈克生物,生物科技,47.8494,0.0039,0.1703,0.5149,8.1774,0.1612,0.1803,0.1728,0.1532,0.1906,,482378948,463006893,393885278,323942726.17,270609074.53,0.8649,0.9418,558
sz,="002179",中航光电,电子元器件,47.8309,0.0034,0.1227,0.3172,5.811,0.1364,0.1741,0.1614,0.1809,0.1868,0.1281,1001894148,1019275576,809014694,751750753.51,650560315.68,0.9101,1.0009,896
sh,="600895",张江高科,工业地产开发和管理,47.8133,0.0055,0.5297,0.5651,3.5987,0.0585,0.0455,0.0539,0.0875,0.0641,0.0755,711292038,456323898,476774554,738509424.5,498031172.89,0.4593,0.3763,168
sz,="002168",惠程科技,计算机软件,47.7876,0,0.1642,0.6947,3.531,0.0971,0.1477,0.0461,0.0693,0.0751,-0.0865,136094934,206823477,54116986,88052816.22,97796930.89,0.1697,0.1683,91
sh,="600827",百联股份,百货商店,47.7532,0.0057,0.01,0.2138,1.7888,0.0217,0.0438,0.0421,0.0357,0.0424,0.0872,656081339,891845955,795414642,854694927.22,910463597.83,0.3677,0.5371,183
sz,="002033",丽江股份,酒店餐饮与休闲,47.7063,0.017,0.2679,0.6351,1.574,0.0648,0.0755,0.089,0.1101,0.1143,0.1279,146705934,180826628,203451394,229641296.99,196224189.59,0.267,0.3703,192
sz,="300036",超图软件,计算机软件,47.5332,0.0021,0.1237,0.5496,5.4444,0.1128,0.0799,0.1118,0.1116,0.0896,0.0671,220237956,162507827,201388872,133351608.85,62216620.52,0.4899,0.4873,375
sh,="600303",曙光股份,汽车,47.4362,0.0056,0.0274,0.0884,0.8856,0.0197,-0.056,-0.0351,0.1372,0.0812,0.0215,53836161,-171942965,-116899745,411660831,198209332.82,0.0797,0.069,65
sh,="600085",同仁堂,中药,47.413,0.0251,0.109,0.4738,4.5432,0.0897,0.1291,0.1358,0.1357,0.1407,0.1423,875301798,1166532619,1040341326,964142280.7,898371535.92,0.6382,0.7185,1352
sz,="000061",农产品,食品与主要用品零售,47.3867,0.007,0.1437,0.3703,2.832,0.0624,0.0225,0.0083,0.0167,0.009,0.0202,307258175,90617293,11978073,89335619.34,30157610.8,0.1811,0.1828,118
sh,="603416",信捷电气,电气部件与设备,47.3107,0.002,0.2636,0.4198,8.5386,0.1532,0.1487,0.1396,,,,179470032,152426321,126213884,,,1.2768,1.1629,139
sz,="300316",晶盛机电,专用设备,47.294,0.0042,0.1937,0.354,6.6938,0.137,0.1367,0.1217,0.0789,0.0629,0.0379,645314169,573040287,461298849,238831732.19,112683859.94,0.5024,0.4962,516
sz,="002036",联创电子,光电子器件,47.2729,0.0006,0.0401,0.1499,5.1147,0.0957,0.115,0.156,0.1359,0.1547,0.0173,250960807,263995462,294874495,212152092.48,171678735.97,0.3509,0.3737,322
